时间,负荷值
2139,210.444
2140,198.736
2141,203.61
2142,208.786
2143,230.847
2144,237.135
2145,244.425
2146,239.448
2147,222.107
2148,196.598
2149,178.262
2150,165.399
2151,184.188
2152,206.918
2153,228.462
2154,246.611
2155,248.719
2156,264.373
2157,238.272
2158,231.082
2159,214.163
2160,212.424
2161,223.433
2162,214.104
2163,156.972
2164,163.112
2165,181.819
2166,183.594
2167,226.036
2168,229.107
2169,233.788
2170,227.893
2171,214.09
2172,209.562
2173,200.12
2174,172.555
2175,196.871
2176,224.369
2177,232.208
2178,234.021
2179,239.543
2180,250.893
2181,243.974
2182,238.553
2183,208.959
2184,206.417
2185,224.168
2186,224.695
2187,214.228
2188,203.794
2189,205.543
2190,208.293
2191,237.504
2192,240.325
2193,243.967
2194,251.83
2195,244.259
2196,234.681
2197,219.23
2198,199.799
2199,211.848
2200,228.416
2201,237.151
2202,241.601
2203,254.476
2204,267.366
2205,252.862
2206,234.458
2207,217.778
2208,214.029
2209,212.951
2210,208.384
2211,187.201
2212,195.497
2213,176.568
2214,182.029
2215,214.231
2216,209.351
2217,231.656
2218,262.821
2219,268.999
2220,259.855
2221,228.495
2222,211.612
2223,257.33
2224,252.47
2225,253.312
2226,246.915
2227,241.497
2228,244.645
2229,231.814
2230,222.908
2231,209.685
2232,205.44
2233,215.328
2234,220.383
2235,200.074
2236,196.656
2237,189.008
2238,195.809
2239,220.975
2240,224.639
2241,249.109
2242,258.968
2243,261.04
2244,239.355
2245,226.363
2246,217.037
2247,232.461
2248,223.139
2249,237.309
2250,216.163
2251,204.974
2252,203.668
2253,192.404
2254,183.702
2255,171.351
2256,163.376
2257,183.083
2258,181.103
2259,160.167
2260,159.597
2261,183.533
2262,173.34
2263,203.239
2264,203.504
2265,206.269
2266,209.24
2267,197.586
2268,212.323
2269,212.409
2270,197.555
2271,204.793
2272,195.005
2273,196.531
2274,207.136
2275,215.358
2276,226.105
2277,215.522
2278,209.206
2279,186.623
2280,170.946
2281,178.991
2282,167.91
2283,188.552
2284,187.659
2285,159.394
2286,165.271
2287,198.593
2288,210.668
2289,220.747
2290,217.65
2291,215.629
2292,213.065
2293,184.721
2294,192.289
2295,210.573
2296,195.951
2297,233.665
2298,242.079
2299,237.135
2300,250.608
2301,225.352
2302,210.068
2303,202.395
2304,194.136
2305,210.504
2306,202.321
2307,201.585
2308,200.011
2309,182.483
2310,187.08
2311,210.59
2312,206.573
2313,221.036
2314,237.621
2315,232.225
2316,228.598
2317,207.892
2318,192.213
2319,225.699
2320,228.508
2321,230.771
2322,229.026
2323,247.994
2324,265.808
2325,252.871
2326,248.415
2327,200.71
2328,210.071
2329,219.272
2330,214.892
2331,188.035
2332,196.565
2333,198.87
2334,194.544
2335,215.802
2336,228.906
2337,246.115
2338,222.213
2339,217.689
2340,194.515
2341,205.013
2342,209.883
2343,226.557
2344,229.872
2345,244.614
2346,246.995
2347,255.748
2348,265.069
2349,232.584
2350,216.542
2351,207.284
2352,212.311
2353,215.519
2354,206.549
2355,203.064
2356,205.166
2357,211.335
2358,205.58
2359,253.458
2360,229.729
2361,241.042
2362,249.424
2363,254.148
2364,249.803
2365,230.843
2366,223.06
2367,237.027
2368,241.824
2369,253.597
2370,253.526
2371,252.192
2372,261.289
2373,241.816
2374,226.859
2375,204.08
2376,190.125
2377,197.838
2378,190.666
2379,182.444
2380,180.633
2381,177.158
2382,185.525
2383,216.947
2384,233.834
2385,236.255
2386,270.529
2387,277.909
2388,248.029
2389,238.182
2390,227.831
2391,242.966
2392,245.01
2393,262.261
2394,239.25
2395,254.271
2396,267.327
2397,214.85
2398,200.24
2399,213.315
2400,209.492
2401,194.913
2402,187.951
2403,176.782
2404,187.061
2405,181.486
2406,189.343
2407,251.844
2408,234.516
2409,231.205
2410,236.619
2411,228.087
2412,226.415
2413,206.088
2414,172.582
2415,206.777
2416,224.665
2417,238.175
2418,256.25
2419,255.149
2420,267.819
2421,250.124
2422,240.556
2423,236.859
2424,211.885
2425,230.223
2426,209.832
2427,206.68
2428,202.836
2429,186.974
2430,201.447
2431,244.505
2432,235.65
2433,257.533
2434,253.378
2435,252.394
2436,245.663
2437,235.712
2438,208.303
2439,233.913
2440,240.115
2441,255.211
2442,259.752
2443,248.276
2444,259.08
2445,216.54
2446,216.496
2447,218.453
2448,193.677
2449,243.253
2450,245.244
2451,190.566
2452,180.735
2453,167.403
2454,183.298
2455,220.98
2456,221.233
2457,223.606
2458,224.893
2459,263.805
2460,248.945
2461,238.755
2462,228.964
2463,247.761
2464,248.445
2465,257.426
2466,262.877
2467,244.47
2468,245.232
2469,229.512
2470,204.32
2471,195.563
2472,185.391
2473,183.149
2474,160.81
2475,167.756
2476,164.581
2477,162.422
2478,177.81
2479,226.287
2480,214.414
2481,220.931
2482,217.63
2483,224.03
2484,234.088
2485,223.508
2486,216.937
2487,231.869
2488,228.279
2489,237.771
2490,233.17
2491,218.056
2492,246.98
2493,223.612
2494,205.848
2495,185.117
2496,184.536
2497,197.329
2498,197.071
2499,191.821
2500,192.615
2501,185.371
2502,190.895
2503,233.127
2504,233.28
2505,219.636
2506,215.45
2507,205.902
2508,210.404
2509,193.533
2510,175.267
2511,197.527
2512,212.327
2513,222.921
2514,224.417
2515,225.85
2516,251.725
2517,225.051
2518,206.501
2519,194.633
2520,192.718
2521,209.473
2522,200.965
2523,200.922
2524,197.477
2525,189.068
2526,200.114
2527,267.484
2528,244.934
2529,250.424
2530,244.32
2531,220.036
2532,212.508
2533,195.982
2534,171.156
2535,199.049
2536,205.571
2537,217.705
2538,239.48
2539,271.91
2540,279.488
2541,254.574
2542,234.681
2543,215.864
2544,212.903
2545,226.146
2546,223.747
2547,212.925
2548,208.498
2549,213.301
2550,210.688
2551,270.183
2552,249.182
2553,244.489
2554,227.879
2555,239.868
2556,218.13
2557,203.376
2558,186.114
2559,211.074
2560,227.755
2561,237.276
2562,246.013
2563,249.71
2564,264.922
2565,241.576
2566,230.271
2567,218.331
2568,209.923
2569,228.979
2570,221.743
2571,223.359
2572,211.969
2573,207.714
2574,218.374
2575,259.63
2576,248.308
2577,253.466
2578,246.231
2579,244.094
2580,236.432
2581,226.8
2582,218.035
2583,239.794
2584,251.99
2585,262.603
2586,269.837
2587,262.956
2588,261.843
2589,244.793
2590,235.921
2591,219.402
2592,212.392
2593,219.294
2594,220.365
2595,210.386
2596,199.798
2597,194.841
2598,201.856
2599,273.22
2600,237.158
2601,235.694
2602,234.061
2603,221.69
2604,207.557
2605,195.32
2606,189.626
2607,216.026
2608,224.694
2609,234.116
2610,242.741
2611,227.878
2612,253.091
2613,244.461
2614,213.148
2615,209.559
2616,194.315
2617,215.145
2618,207.22
2619,203.291
2620,182.916
2621,193.624
2622,203.99
2623,262.313
2624,234.442
2625,248.023
2626,244.351
2627,209.401
2628,220.958
2629,191.177
2630,182.66
2631,192.318
2632,221.237
2633,234.574
2634,245.793
2635,253.136
2636,276.332
2637,258.594
2638,236.851
2639,225.105
2640,217.556
2641,234.31
2642,214.149
2643,201.918
2644,196.539
2645,193.059
2646,200.731
2647,254.728
2648,252.855
2649,249.131
2650,226.459
2651,216.235
2652,231.452
2653,196.689
2654,204.076
2655,232.376
2656,248.228
2657,240.519
2658,239.708
2659,238.939
2660,253.062
2661,232.533
2662,203.795
2663,193.823
2664,202.535
2665,210.322
2666,200.985
2667,196.445
2668,181.135
2669,184.301
2670,178.939
2671,180.964
2672,178.754
2673,202.631
2674,195.034
2675,193.497
2676,193.796
2677,187.52
2678,181.685
2679,183.853
2680,181.067
2681,191.546
2682,201.726
2683,200.802
2684,216.145
2685,205.361
2686,192.292
2687,188.415
2688,187.981
2689,191.26
2690,185.9
2691,187.645
2692,193.467
2693,184.835
2694,194.3
2695,225.882
2696,217.117
2697,215.119
2698,228.008
2699,222.658
2700,204.462
2701,196.487
2702,191.229
2703,217.724
2704,225.109
2705,219.99
2706,226.855
2707,236.615
2708,232.823
2709,215.641
2710,191.794
2711,204.211
2712,163.143
2713,186.54
2714,203.93
2715,203.978
2716,201.793
2717,190.846
2718,192.233
2719,245.795
2720,200.347
2721,196.13
2722,222.102
2723,221.353
2724,224.957
2725,202.738
2726,201.562
2727,217.479
2728,220.84
2729,229.157
2730,223.328
2731,221.853
2732,237.614
2733,228.153
2734,201.069
2735,201.674
2736,177
2737,195.006
2738,196.178
2739,197.81
2740,192.068
2741,183.198
2742,186.514
2743,237.644
2744,209.304
2745,208.526
2746,202.415
2747,202.541
2748,202.247
2749,186.269
2750,165.024
2751,210.343
2752,223.077
2753,242.452
2754,246.057
2755,250.341
2756,261.116
2757,240.238
2758,219.162
2759,226.567
2760,235.793
2761,227.002
2762,230.946
2763,207.389
2764,191.355
2765,181.001
2766,201.354
2767,261.723
2768,234.866
2769,226.448
2770,232.652
2771,213.093
2772,216.596
2773,194.377
2774,178.955
2775,213.816
2776,224.82
2777,245.655
2778,253.51
2779,249.969
2780,257.971
2781,240.051
2782,227.302
2783,216.856
2784,212.395
2785,210.681
2786,203.226
2787,193.2
2788,197.962
2789,174.267
2790,192.21
2791,243.337
2792,212.768
2793,214.992
2794,217.538
2795,218.467
2796,212.575
2797,180.435
2798,168.315
2799,205.104
2800,219.777
2801,235.819
2802,250.479
2803,258.85
2804,268.488
2805,248.432
2806,234.841
2807,218.658
2808,230.873
2809,238.834
2810,219.356
2811,220.693
2812,207.671
2813,205.541
2814,227.483
2815,290.885
2816,261.525
2817,267.498
2818,266.034
2819,235.021
2820,236.654
2821,208.166
2822,205.785
2823,233.015
2824,235.806
2825,240.691
2826,235.73
2827,233.729
2828,240.13
2829,223.597
2830,222.517
2831,219.383
2832,219.439
2833,223.437
2834,221.402
2835,220.7
2836,213.892
2837,206.763
2838,222.608
2839,276.397
2840,256.603
2841,245.879
2842,243.329
2843,251.306
2844,259.902
2845,223.782
2846,211.156
2847,223.776
2848,227.095
2849,246.524
2850,259.471
2851,254.227
2852,266.771
2853,245.68
2854,240.67
2855,229.928
2856,217.983
2857,233.025
2858,216.174
2859,219.836
2860,199.159
2861,185.357
2862,203.143
2863,257.388
2864,231.547
2865,232.189
2866,222.108
2867,212.247
2868,214.637
2869,190.805
2870,178.124
2871,198.695
2872,222.922
2873,227.249
2874,233.164
2875,227.637
2876,239.491
2877,222.131
2878,211.683
2879,199.175
2880,195.304
2881,222.037
2882,223.847
2883,205.701
2884,188.67
2885,147.987
2886,172.869
2887,201.845
2888,202.253
2889,195.811
2890,190.121
2891,198.733
2892,218.927
2893,186.926
2894,167.127
2895,178.303
2896,177.199
2897,173.943
2898,179.96
2899,192.528
2900,203.212
2901,194.161
2902,184.968
2903,173.449
2904,163.802
2905,178.022
2906,174.522
2907,181.777
2908,170.838
2909,177.465
2910,183.019
2911,224.459
2912,207.358
2913,208.564
2914,193.743
2915,198.721
2916,178.91
2917,189.782
2918,190.807
2919,200.35
2920,211.483
2921,221.144
2922,222.751
2923,213.795
2924,215.001
2925,212.236
2926,214.341
2927,200.907
2928,185.738
2929,192.903
2930,199.175
2931,196.546
2932,193.453
2933,192.885
2934,169.442
2935,199.056
2936,160.851
2937,175.202
2938,203.854
2939,199.463
2940,191.517
2941,176.947
2942,181.647
2943,175.224
2944,187.872
2945,214.873
2946,225.127
2947,238.321
2948,236.432
2949,230.368
2950,212.337
2951,204.405
2952,213.231
2953,226.217
2954,212.736
2955,209.971
2956,201.919
2957,199.005
2958,205.973
2959,249.731
2960,229.467
2961,218.249
2962,234.778
2963,220.28
2964,215.817
2965,203.654
2966,197.972
2967,201.424
2968,218.322
2969,228.776
2970,225.664
2971,221.916
2972,234.46
2973,244.953
2974,234.483
2975,217.926
2976,217.064
2977,222.108
2978,218.515
2979,219.827
2980,201.779
2981,196.483
2982,226.284
2983,274.916
2984,233.438
2985,253.983
2986,259.191
2987,245.283
2988,248.829
2989,221.952
2990,201.232
2991,221.299
2992,236.472
2993,235.778
2994,231.616
2995,228.875
2996,225.275
2997,208.601
2998,191.529
2999,185.365
3000,177.258
3001,198.508
3002,185.618
3003,185.594
3004,190.109
3005,174.344
3006,189.117
3007,212.788
3008,202.509
3009,204.308
3010,196.586
3011,195.494
3012,190.848
3013,168.572
3014,172.682
3015,197.276
3016,203.077
3017,218.043
3018,218.979
3019,220.778
3020,220.792
3021,207.58
3022,200.454
3023,193.216
3024,194.581
3025,211.474
3026,207.699
3027,207.816
3028,196.674
3029,191.839
3030,189.668
3031,243.861
3032,223.534
3033,203.132
3034,200.58
3035,182.391
3036,194.464
3037,173.973
3038,160.766
3039,184.752
3040,199.532
3041,211.848
3042,222.449
3043,229.051
3044,238.953
3045,221.262
3046,207.28
3047,190.676
3048,185.435
3049,205.641
3050,195.683
3051,199.216
3052,199.632
3053,188.516
3054,197.212
3055,258.118
3056,224.291
3057,206.469
3058,220.579
3059,202.352
3060,221.007
3061,189.372
3062,176.016
3063,200.384
3064,211.885
3065,214.521
3066,215.867
3067,224.081
3068,244.276
3069,228.449
3070,210.854
3071,202.864
3072,194.347
3073,213.988
3074,212.093
3075,198.919
3076,194.152
3077,190.362
3078,211.383
3079,259.345
3080,221.384
3081,209.096
3082,196.396
3083,191.438
3084,194.779
3085,160.825
3086,159.608
3087,184.607
3088,210.389
3089,229.542
3090,241.458
3091,239.073
3092,250.806
3093,266.539
3094,248.937
3095,224.563
3096,216.321
3097,244.976
3098,235.224
3099,227.793
3100,220.373
3101,210.264
3102,238.885
3103,276.664
3104,242.274
3105,235.536
3106,220.077
3107,202.108
3108,191.83
3109,172.745
3110,190.835
3111,213.007
3112,210.851
3113,228.189
3114,236.64
3115,239.873
3116,262.205
3117,250.636
3118,224.656
3119,195.278
3120,207.565
3121,222.864
3122,211.867
3123,212.207
3124,204.054
3125,197.807
3126,229.791
3127,258.239
3128,241.849
3129,257.86
3130,250.424
3131,271.145
3132,276.099
3133,240.568
3134,203.64
3135,206.411
3136,237.063
3137,246.927
3138,248.666
3139,243.117
3140,247.751
3141,233.503
3142,220.427
3143,199.726
3144,201.821
3145,217.253
3146,213.335
3147,204.889
3148,200.647
3149,194.043
3150,213.11
3151,258.52
3152,235.213
3153,234.622
3154,230.759
3155,219.604
3156,210.631
3157,205.852
3158,180.421
3159,211.063
3160,240.494
3161,251.553
3162,252.818
3163,248.883
3164,260.129
3165,263.299
3166,256.666
3167,223.619
3168,226.034
3169,222.695
3170,240.549
3171,219.604
3172,191.217
3173,192.323
3174,219.34
3175,264.518
3176,243.155
3177,237.035
3178,228.618
3179,213.336
3180,211.323
3181,182.959
3182,178.971
3183,206.191
3184,217.259
3185,255.078
3186,269.515
3187,273.546
3188,279.463
3189,263.75
3190,251.261
3191,218.499
3192,220.239
3193,225.475
3194,221.461
3195,216.974
3196,209.283
3197,215.558
3198,249.483
3199,300.398
3200,271.678
3201,270.116
3202,249.591
3203,238.486
3204,234.72
3205,211.03
3206,218.342
3207,233.579
3208,242.835
3209,257.451
3210,261.955
3211,262.489
3212,260.968
3213,254.893
3214,239.762
3215,232.429
3216,224.382
3217,229.296
3218,228.482
3219,221.225
3220,219.869
3221,217.666
3222,223.947
3223,288.973
3224,267.405
3225,269.63
3226,253.044
3227,236.929
3228,251.396
3229,213.391
3230,207.638
3231,239.443
3232,219.983
3233,231.624
3234,225.027
3235,282.464
3236,250.952
3237,265.494
3238,223.083
3239,188.031
3240,186.95
3241,197.229
3242,206.104
3243,201.6
3244,214.338
3245,214.274
3246,201.502
3247,230.221
3248,216.988
3249,210.481
3250,205.155
3251,199.579
3252,216.459
3253,213.724
3254,236.366
3255,230.688
3256,241.588
3257,225.862
3258,232.451
3259,228.895
3260,237.02
3261,241.718
3262,242.081
3263,224.898
3264,212.285
3265,221.076
3266,217.02
3267,211.01
3268,206.559
3269,200.809
3270,209.061
3271,253.237
3272,227.065
3273,225.606
3274,240.634
3275,250.338
3276,248.077
3277,227.195
3278,197.834
3279,227.488
3280,218.436
3281,226.637
3282,236.241
3283,233.153
3284,223.617
3285,228.716
3286,215.464
3287,202.956
3288,194.718
3289,217.218
3290,199.701
3291,208.505
3292,188.305
3293,182.813
3294,193.167
3295,248.593
3296,189.847
3297,167.974
3298,182.023
3299,171.919
3300,187.425
3301,164.159
3302,164.085
3303,180.491
3304,195.91
3305,204.508
3306,213.035
3307,211.477
3308,229.437
3309,225.12
3310,216.755
3311,210.013
3312,204.072
3313,207.992
3314,195.839
3315,190.15
3316,192.748
